participant,language,task,word,stop,foll_vowel, type, duration,corr,excl,reason,negvotva,posvotva,
10,hu,c,belegondolok,b,ɛ,,,,TRUE,NR,,,
10,hu,q,belegondolok,b,ɛ,NEG_VOT,-115,FALSE,,,,,
10,hu,q,belegondolok,b,ɛ,NEG_VOT,-115,FALSE,,,,,
45,hu,q,belegondolsz,b,ɛ,NEG_VOT,-64,TRUE,,,,,
32,hu,c,belegondoltok,b,ɛ,,,,TRUE,CS,,,
32,hu,c,belegondoltok,b,ɛ,,,,TRUE,CS,,,
165,hu,q,belegondolunk,b,ɛ,NEG_VOT,-73,TRUE,,,,,
165,hu,c,belejátszik,b,ɛ,NEG_VOT,-91,TRUE,,,,,
147,hu,c,beléjük,b,ɛ,NEG_VOT,-109,TRUE,,,,,
79,hu,q,beleláthatok,b,ɛ,,,,TRUE,CS,,,
47,hu,c,belém,b,ɛ,NEG_VOT,-60,FALSE,,,,,
78,hu,c,belemászni,b,ɛ,,,,TRUE,CS,,,
52,hu,c,belemennek,b,ɛ,,,,TRUE,NR,,,
67,hu,c,belement,b,ɛ,,,,TRUE,CS,,,
52,hu,c,belementem,b,ɛ,,,,TRUE,CS,,,
38,hu,c,belenyúlni,b,ɛ,,,,TRUE,CS,,,
45,hu,q,belenyúltak,b,ɛ,,,,TRUE,CS,,,
165,hu,c,beleőrült,b,ɛ,,,,TRUE,CS,,,
4,hu,q,beléptető,b,ɛ,,,,TRUE,NR,,,
47,hu,q,beleraktam,b,ɛ,POS_VOT,11,FALSE,,,,,
79,hu,q,belerúg,b,ɛ,NEG_VOT,-72,TRUE,,,,,
50,hu,q,belerzavarodtam,b,ɛ,,,,TRUE,CS,,,
47,hu,q,beleszámoltam,b,ɛ,POS_VOT,6,FALSE,,,,,
14,hu,q,beleszólásom,b,ɛ,NEG_VOT,-95,FALSE,,,,,
38,hu,q,beleszólásuk,b,ɛ,NEG_VOT,-120,TRUE,,,,,
49,hu,q,beleszóljon,b,ɛ,NEG_VOT,-60,FALSE,,,,,
61,hu,q,beletartozhat,b,ɛ,,,,TRUE,CS,,,
38,hu,q,beletartozik,b,ɛ,,,,TRUE,CS,,,
78,hu,c,beletekernek,b,ɛ,,,,TRUE,CS,,,
45,hu,q,beleugrani,b,ɛ,,,,TRUE,CS,,,
79,hu,q,beleugrottam,b,ɛ,NEG_VOT,-77,FALSE,,,,,
60,hu,q,belevitele,b,ɛ,NEG_VOT,-122,FALSE,,,,,
32,hu,q,belezörejedek,b,ɛ,NEG_VOT,-114,FALSE,,,,,
82,hu,c,belgiumban,b,ɛ,NEG_VOT,-51,FALSE,,,,,
49,hu,q,belgrádot,b,ɛ,,,,TRUE,CS,,,
60,hu,q,beli,b,ɛ,,,,TRUE,CS,,,
67,hu,s,beli,b,ɛ,NEG_VOT,-89,FALSE,,,,,
7,hu,c,belőle,b,ɛ,,,,TRUE,CS,,,
32,hu,c,belőle,b,ɛ,,,,TRUE,CS,,,
51,hu,c,belőle,b,ɛ,NEG_VOT,-45,FALSE,,,,,
78,hu,c,belőle,b,ɛ,,,,TRUE,NR,,,
165,hu,c,belőle,b,ɛ,NEG_VOT,-58,FALSE,,,,,
3,hu,q,belőle,b,ɛ,NEG_VOT,-91,TRUE,,,,,
7,hu,q,belőle,b,ɛ,NEG_VOT,-61,FALSE,,,,,
10,hu,q,belőle,b,ɛ,,,,TRUE,NR,,,
32,hu,q,belőle,b,ɛ,,,,TRUE,CS,,,
47,hu,q,belőle,b,ɛ,NEG_VOT,-70,TRUE,,,,,
49,hu,q,belőle,b,ɛ,,,,TRUE,CS,,,
61,hu,q,belőle,b,ɛ,,,,TRUE,CS,,,
67,hu,q,belőle,b,ɛ,,,,TRUE,CS,,,
78,hu,q,belőle,b,ɛ,,,,TRUE,CS,,,
147,hu,q,belőle,b,ɛ,,,,TRUE,NR,,,
165,hu,q,belőle,b,ɛ,NEG_VOT,-119,TRUE,,,,,
23,hu,s,belőle,b,ɛ,NEG_VOT,-142,TRUE,,,,,
52,hu,s,belőle,b,ɛ,,,,TRUE,NR,,,
7,hu,q,belőle,b,ɛ,,,,TRUE,NR,,,
10,hu,q,belőle,b,ɛ,,,,TRUE,NR,,,
32,hu,q,belőle,b,ɛ,,,,TRUE,CS,,,
61,hu,q,belőle,b,ɛ,,,,TRUE,CS,,,
67,hu,q,belőle,b,ɛ,,,,TRUE,CS,,,
78,hu,q,belőle,b,ɛ,,,,TRUE,NR,,,
165,hu,q,belőle,b,ɛ,NEG_VOT,-95,TRUE,,,,,
47,hu,c,belőlem,b,ɛ,,,,TRUE,CS,,,
6,hu,q,belőlem,b,ɛ,POS_VOT,9,FALSE,,,,,
10,hu,q,belőlem,b,ɛ,NEG_VOT,-197,TRUE,,,,,
82,hu,q,belőlem,b,ɛ,,,,TRUE,CS,,,
10,hu,q,belőlem,b,ɛ,,,,TRUE,CS,,,
10,hu,q,belőlem,b,ɛ,POS_VOT,-198,TRUE,,,,,
10,hu,q,belőlem,b,ɛ,,,,TRUE,CS,,,
78,hu,c,belőve,b,ɛ,,,,TRUE,CS,,,
4,hu,q,belső,b,ɛ,,,,TRUE,CS,,,
61,hu,q,belső,b,ɛ,,,,TRUE,CS,,,
82,hu,q,belső,b,ɛ,NEG_VOT,-60,TRUE,,,,,
4,hu,s,belső,b,ɛ,,,,TRUE,CS,,,
29,hu,s,belső,b,ɛ,,,,TRUE,CS,,,
38,hu,s,belső,b,ɛ,NEG_VOT,-70,TRUE,,,,,
78,hu,s,belső,b,ɛ,,,,TRUE,CS,,,
82,hu,s,belső,b,ɛ,POS_VOT,13,FALSE,,,,,
4,hu,s,belső,b,ɛ,NEG_VOT,-94,FALSE,,,,,
51,hu,q,belsőséges,b,ɛ,NEG_VOT,,,TRUE,CS,,,
147,hu,c,belül,b,ɛ,POS_VOT,,,TRUE,CS,,,
2,hu,q,belül,b,ɛ,POS_VOT,,,TRUE,CS,,,
45,hu,q,belül,b,ɛ,NEG_VOT,-137,TRUE,,,,,
51,hu,q,belül,b,ɛ,NEG_VOT,,,TRUE,CS,,,
67,hu,q,belül,b,ɛ,NEG_VOT,,,TRUE,CS,,,
78,hu,q,belül,b,ɛ,NEG_VOT,,,TRUE,CS,,,
79,hu,q,belül,b,ɛ,POS_VOT,,,TRUE,NR,,,
147,hu,q,belül,b,ɛ,POS_VOT,,,TRUE,NR,,,
2,hu,s,belül,b,ɛ,POS_VOT,,,TRUE,CS,,,
45,hu,s,belül,b,ɛ,NEG_VOT,,,TRUE,CS,,,
51,hu,s,belül,b,ɛ,NEG_VOT,,,TRUE,CS,,,
149,hu,s,belül,b,ɛ,POS_VOT,,,TRUE,CS,,,
51,hu,q,belül,b,ɛ,NEG_VOT,,,TRUE,CS,,,
51,hu,s,belül,b,ɛ,NEG_VOT,-76,FALSE,,,,,
51,hu,s,belül,b,ɛ,NEG_VOT,,,TRUE,CS,,,
3,hu,c,belüli,b,ɛ,POS_VOT,,,TRUE,NR,,,
147,hu,s,belüli,b,ɛ,POS_VOT,,,TRUE,CS,,,
51,hu,s,belülre,b,ɛ,NEG_VOT,,,TRUE,CS,,,
7,hu,s,belvárosba,b,ɛ,NEG_VOT,-86,FALSE,,,,,
60,hu,s,belvárosba,b,ɛ,,,,TRUE,NR,,,
78,hu,s,belvárosba,b,ɛ,,,,TRUE,NR,,,
165,hu,s,belvárosba,b,ɛ,,,,TRUE,CS,,,
51,hu,q,belvárosban,b,ɛ,,,,TRUE,CS,,,
60,hu,s,belvárosból,b,ɛ,,,,TRUE,CS,,,
82,hu,q,belvárosnak,b,ɛ,,,,TRUE,CS,,,
60,hu,s,belvárost,b,ɛ,,,,TRUE,CS,,,
49,hu,q,bélyegzik,b,eː,NEG_VOT,-82,TRUE,,,,,
32,hu,c,bem,b,ɛ,NEG_VOT,-70,FALSE,,,,,
10,hu,c,bemagolás,b,ɛ,,,,TRUE,CS,,,
32,hu,c,bemegy,b,ɛ,NEG_VOT,-39,FALSE,,,,,
47,hu,c,bemegy,b,ɛ,NEG_VOT,-176,TRUE,,,,,
67,hu,c,bemegy,b,ɛ,POS_VOT,20,FALSE,,,,,
67,hu,q,bemegy,b,ɛ,,,,TRUE,CS,,,
79,hu,q,bemegy,b,ɛ,POS_VOT,-135,TRUE,,,,,
47,hu,c,bemegy,b,ɛ,NEG_VOT,-98,TRUE,,,,,
67,hu,c,bemegy,b,ɛ,POS_VOT,19,FALSE,,,,,
6,hu,c,bemegyek,b,ɛ,NEG_VOT,-70,TRUE,,,,,
47,hu,c,bemegyek,b,ɛ,POS_VOT,7,FALSE,,,,,
50,hu,c,bemegyek,b,ɛ,NEG_VOT,-60,TRUE,,,,,
51,hu,q,bemegyek,b,ɛ,,,,TRUE,CS,,,
67,hu,q,bemegyek,b,ɛ,,,,TRUE,CS,,,
23,hu,c,bemehetnének,b,ɛ,NEG_VOT,-90,TRUE,,,,,
78,hu,s,bemenekült,b,ɛ,,,,TRUE,NR,,,
4,hu,s,bemenekültek,b,ɛ,,,,TRUE,CS,,,
67,hu,c,bemennek,b,ɛ,,,,TRUE,CS,,,
45,hu,q,bement,b,ɛ,NEG_VOT,-114,TRUE,,,,,
45,hu,s,bementek,b,ɛ,NEG_VOT,-371,TRUE,,,,,
1,hu,c,bementem,b,ɛ,,,,TRUE,CS,,,
1,hu,c,bementem,b,ɛ,NEG_VOT,-43,FALSE,,,,,
2,hu,c,bementünk,b,ɛ,NEG_VOT,-152,FALSE,,,,,
60,hu,c,bemerevedhetnének,b,ɛ,,,,TRUE,CS,,,
32,hu,c,bemész,b,ɛ,,,,TRUE,CS,,,
32,hu,q,bemész,b,ɛ,NEG_VOT,-102,FALSE,,,,,
32,hu,q,bemész,b,ɛ,NEG_VOT,-56,TRUE,,,,,
147,hu,q,bemutatja,b,ɛ,,,,TRUE,CS,,,
32,hu,q,bemutatni,b,ɛ,POS_VOT,12,FALSE,,,,,
51,hu,c,ben,b,ɛ,NEG_VOT,-75,FALSE,,,,,
78,hu,c,ben,b,ɛ,NEG_VOT,-83,FALSE,,,,,
32,hu,q,béna,b,eː,,,,TRUE,CS,,,
61,hu,q,bénán,b,eː,NEG_VOT,-68,FALSE,,,,,
4,hu,c,bence,b,ɛ,,,,TRUE,CS,,,
4,hu,c,bencés,b,ɛ,,,,TRUE,CS,,,
24,hu,q,bencúr,b,ɛ,,,,TRUE,CS,,,
24,hu,q,bencúr,b,ɛ,POS_VOT,17,FALSE,,,,,
1,hu,c,benéztél,b,ɛ,,,,TRUE,CS,,,
4,hu,c,benn,b,ɛ,,,,TRUE,CS,,,
10,hu,c,benn,b,ɛ,,,,TRUE,CS,,,
4,hu,q,benn,b,ɛ,,,,TRUE,CS,,,
38,hu,s,benn,b,ɛ,NEG_VOT,-55,FALSE,,,,,
50,hu,s,benn,b,ɛ,,,,TRUE,CS,,,
2,hu,c,benne,b,ɛ,,,,TRUE,CS,,,
10,hu,c,benne,b,ɛ,,,,TRUE,CS,,,
47,hu,c,benne,b,ɛ,POS_VOT,9,FALSE,,,,,
67,hu,c,benne,b,ɛ,,,,TRUE,CS,,,
165,hu,c,benne,b,ɛ,,,,TRUE,CS,,,
2,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
3,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
29,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
32,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
45,hu,q,benne,b,ɛ,NEG_VOT,-61,TRUE,,,,,
47,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
49,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
50,hu,q,benne,b,ɛ,NEG_VOT,-117,FALSE,,,,,
61,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
67,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
78,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
147,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
165,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
3,hu,s,benne,b,ɛ,,,,TRUE,CS,,,
32,hu,s,benne,b,ɛ,,,,TRUE,CS,,,
61,hu,s,benne,b,ɛ,,,,TRUE,CS,,,
149,hu,s,benne,b,ɛ,,,,TRUE,CS,,,
2,hu,c,benne,b,ɛ,,,,TRUE,CS,,,
67,hu,c,benne,b,ɛ,,,,TRUE,CS,,,
2,hu,q,benne,b,ɛ,NEG_VOT,-85,TRUE,,,,,
3,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
45,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
47,hu,q,benne,b,ɛ,NEG_VOT,-96,TRUE,,,,,
78,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
147,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
165,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
67,hu,c,benne,b,ɛ,POS_VOT,13,FALSE,,,,,
45,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
47,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
47,hu,q,benne,b,ɛ,,,,TRUE,CS,,,
1,hu,c,bennem,b,ɛ,,,,TRUE,CS,,,
47,hu,c,bennem,b,ɛ,NEG_VOT,-93,TRUE,,,,,
10,hu,q,bennem,b,ɛ,,,,TRUE,CS,,,
32,hu,q,bennem,b,ɛ,,,,TRUE,CS,,,
45,hu,q,bennem,b,ɛ,POS_VOT,7,FALSE,,,,,
50,hu,q,bennem,b,ɛ,,,,TRUE,CS,,,
67,hu,q,bennem,b,ɛ,NEG_VOT,-97,TRUE,,,,,
10,hu,q,bennem,b,ɛ,,,,TRUE,CS,,,
32,hu,q,bennem,b,ɛ,NEG_VOT,-59,FALSE,,,,,
32,hu,q,bennem,b,ɛ,,,,TRUE,CS,,,
79,hu,s,bennmaradtak,b,ɛ,NEG_VOT,-78,TRUE,,,,,
147,hu,c,bennük,b,ɛ,NEG_VOT,-70,FALSE,,,,,
7,hu,q,bennük,b,ɛ,,,,TRUE,CS,,,
147,hu,c,bennük,b,ɛ,,,,TRUE,CS,,,
52,hu,c,bennünket,b,ɛ,,,,TRUE,NR,,,
4,hu,q,bennünket,b,ɛ,NEG_VOT,-109,TRUE,,,,,
51,hu,q,bennünket,b,ɛ,,,,TRUE,CS,,,
52,hu,s,bennünket,b,ɛ,POS_VOT,16,FALSE,,,,,
6,hu,c,bent,b,ɛ,,,,TRUE,CS,,,
32,hu,c,bent,b,ɛ,,,,TRUE,CS,,,
2,hu,q,bent,b,ɛ,,,,TRUE,CS,,,
23,hu,q,bent,b,ɛ,NEG_VOT,-52,FALSE,,,,,
45,hu,q,bent,b,ɛ,,,,TRUE,CS,,,
47,hu,q,bent,b,ɛ,,,,TRUE,NR,,,
78,hu,q,bent,b,ɛ,,,,TRUE,NR,,,
14,hu,s,bent,b,ɛ,,,,TRUE,NR,,,
45,hu,s,bent,b,ɛ,POS_VOT,12,FALSE,,,,,
60,hu,s,bent,b,ɛ,NEG_VOT,-73,FALSE,,,,,
61,hu,s,bent,b,ɛ,NEG_VOT,-107,TRUE,,,,,
149,hu,s,bent,b,ɛ,,,,TRUE,CS,,,
23,hu,q,bent,b,ɛ,NEG_VOT,-61,FALSE,,,,,
47,hu,q,bent,b,ɛ,POS_VOT,5,FALSE,,,,,
23,hu,q,bent,b,ɛ,,,,TRUE,CS,,,
38,hu,s,benti,b,ɛ,NEG_VOT,-125,TRUE,,,,,
45,hu,c,bentről,b,ɛ,NEG_VOT,-103,TRUE,,,,,
2,hu,q,benye,b,ɛ,,,,TRUE,CS,,,
23,hu,q,benyitogattam,b,ɛ,,,,TRUE,CS,,,
165,hu,q,benyomások,b,ɛ,NEG_VOT,-105,TRUE,,,,,
2,hu,c,benyomod,b,ɛ,,,,TRUE,CS,,,
147,hu,q,benzinárak,b,ɛ,,,,TRUE,CS,,,
61,hu,q,benzinjét,b,ɛ,NEG_VOT,-92,TRUE,,,,,
61,hu,q,benzinköltségbe,b,ɛ,,,,TRUE,CS,,,
61,hu,q,benzinpénzemet,b,ɛ,NEG_VOT,-52,FALSE,,,,,
52,hu,c,beossza,b,ɛ,NEG_VOT,-101,TRUE,,,,,
60,hu,q,beosztásom,b,ɛ,NEG_VOT,-52,TRUE,,,,,
14,hu,q,beosztott,b,ɛ,,,,TRUE,CS,,,
45,hu,q,beosztott,b,ɛ,,,,TRUE,CS,,,
4,hu,q,beosztottjai,b,ɛ,NEG_VOT,-67,FALSE,,,,,
4,hu,q,beosztottjaim,b,ɛ,NEG_VOT,-107,FALSE,,,,,
2,hu,c,beparkolásos,b,ɛ,NEG_VOT,-74,FALSE,,,,,
79,hu,c,beperelni,b,ɛ,NEG_VOT,-104,TRUE,,,,,
78,hu,s,beporzás,b,ɛ,NEG_VOT,-122,FALSE,,,,,
1,hu,c,berakta,b,ɛ,NEG_VOT,-101,FALSE,,,,,
10,hu,c,beraktak,b,ɛ,NEG_VOT,-82,TRUE,,,,,
79,hu,q,berángatnám,b,ɛ,NEG_VOT,-94,FALSE,,,,,
1,hu,q,bérbe,b,eː,,,,TRUE,CS,,,
82,hu,q,bérekhez,b,eː,,,,TRUE,CS,,,
165,hu,q,berendelte,b,ɛ,,,,TRUE,CS,,,
4,hu,q,berendezése,b,ɛ,,,,TRUE,CS,,,
14,hu,q,berendezések,b,ɛ,NEG_VOT,-84,FALSE,,,,,
51,hu,q,berendezést,b,ɛ,,,,TRUE,CS,,,
45,hu,c,berendezésünk,b,ɛ,NEG_VOT,-43,FALSE,,,,,
47,hu,c,berendezve,b,ɛ,NEG_VOT,-98,TRUE,,,,,
67,hu,q,berezonált,b,ɛ,NEG_VOT,-84,TRUE,,,,,
24,hu,q,bérle,b,eː,,,,TRUE,CS,,,
47,hu,c,bérlet,b,eː,NEG_VOT,-83,TRUE,,,,,
24,hu,q,bérlet,b,eː,,,,TRUE,CS,,,
147,hu,q,bérlet,b,eː,,,,TRUE,CS,,,
67,hu,q,bérletárakat,b,eː,,,,TRUE,CS,,,
147,hu,q,bérlete,b,eː,NEG_VOT,-67,TRUE,,,,,
61,hu,q,bérletem,b,eː,POS_VOT,17,FALSE,,,,,
61,hu,q,bérletemet,b,eː,,,,TRUE,CS,,,
61,hu,q,bérletet,b,eː,,,,TRUE,CS,,,
67,hu,q,bérletet,b,eː,,,,TRUE,CS,,,
147,hu,q,bérletét,b,eː,,,,TRUE,CS,,,
67,hu,q,bérletet,b,eː,NEG_VOT,-56,TRUE,,,,,
67,hu,q,bérletjegye,b,eː,NEG_VOT,-147,TRUE,,,,,
149,hu,q,bérlettel,b,eː,,,,TRUE,CS,,,
47,hu,q,berling,b,ɛ,NEG_VOT,-79,TRUE,,,,,
47,hu,q,berling,b,ɛ,NEG_VOT,-74,TRUE,,,,,
61,hu,q,berlini,b,ɛ,NEG_VOT,-49,FALSE,,,,,
47,hu,q,bérmentve,b,eː,POS_VOT,23,FALSE,,,,,
51,hu,q,bérmunkaügylet,b,eː,NEG_VOT,-92,FALSE,,,,,
78,hu,c,berúgni,b,ɛ,,,,TRUE,CS,,,
45,hu,c,beruházás,b,ɛ,NEG_VOT,-76,TRUE,,,,,
4,hu,q,berzsenyivel,b,ɛ,NEG_VOT,-94,FALSE,,,,,
2,hu,s,besegítettek,b,ɛ,NEG_VOT,-74,FALSE,,,,,
147,hu,s,besegítettek,b,ɛ,,,,TRUE,NR,,,
2,hu,c,besorolni,b,ɛ,NEG_VOT,-57,TRUE,,,,,
78,hu,c,besorolni,b,ɛ,,,,TRUE,CS,,,
45,hu,q,besorolni,b,ɛ,,,,TRUE,CS,,,
23,hu,q,besszélni,b,ɛ,,,,TRUE,CS,,,
47,hu,s,besz,b,ɛ,,,,TRUE,CS,,,
61,hu,q,beszállnak,b,ɛ,,,,TRUE,CS,,,
61,hu,s,beszámoló,b,ɛ,,,,TRUE,CS,,,
165,hu,c,beszámolt,b,ɛ,POS_VOT,9,FALSE,,,,,
2,hu,q,beszéd,b,ɛ,NEG_VOT,-62,TRUE,,,,,
4,hu,q,beszéd,b,ɛ,,,,TRUE,CS,,,
60,hu,q,beszéd,b,ɛ,,,,TRUE,CS,,,
2,hu,q,beszéd,b,ɛ,,,,TRUE,CS,,,
4,hu,q,beszéd,b,ɛ,,,,TRUE,CS,,,
2,hu,q,beszéd,b,ɛ,,,,TRUE,CS,,,
4,hu,q,beszéd,b,ɛ,,,,TRUE,NR,,,
4,hu,q,beszéd,b,ɛ,,,,TRUE,CS,,,
4,hu,q,beszéd,b,ɛ,NEG_VOT,-62,FALSE,,,,,
60,hu,q,beszédből,b,ɛ,,,,TRUE,CS,,,
45,hu,q,beszédemet,b,ɛ,,,,TRUE,CS,,,
4,hu,q,beszédének,b,ɛ,,,,TRUE,CS,,,
32,hu,q,beszédet,b,ɛ,,,,TRUE,CS,,,
60,hu,q,beszédet,b,ɛ,,,,TRUE,CS,,,
2,hu,q,beszédhangnak,b,ɛ,,,,TRUE,CS,,,
4,hu,q,beszédhangok,b,ɛ,NEG_VOT,-65,TRUE,,,,,
2,hu,q,beszédhangot,b,ɛ,,,,TRUE,CS,,,
2,hu,q,beszédhibákat,b,ɛ,NEG_VOT,-82,TRUE,,,,,
2,hu,q,beszédhibákat,b,ɛ,,,,TRUE,CS,,,
79,hu,q,beszédhibás,b,ɛ,,,,TRUE,CS,,,
2,hu,q,beszédjét,b,ɛ,,,,TRUE,CS,,,
78,hu,q,beszédprodukció,b,ɛ,NEG_VOT,-94,FALSE,,,,,
4,hu,q,beszédre,b,ɛ,,,,TRUE,CS,,,
2,hu,q,beszédről,b,ɛ,NEG_VOT,-72,FALSE,,,,,
60,hu,q,beszédszi,b,ɛ,,,,TRUE,CS,,,
60,hu,q,beszédszintetizátor,b,ɛ,NEG_VOT,-77,FALSE,,,,,
60,hu,q,beszédszintetizátorokkal,b,ɛ,NEG_VOT,-47,FALSE,,,,,
60,hu,q,beszédszintetizátoroknak,b,ɛ,NEG_VOT,-137,TRUE,,,,,
60,hu,q,beszédszintetizátort,b,ɛ,,,,TRUE,NR,,,
3,hu,s,beszél,b,ɛ,,,,TRUE,CS,,,
23,hu,q,beszélek,b,ɛ,NEG_VOT,-66,FALSE,,,,,
32,hu,q,beszélek,b,ɛ,,,,TRUE,CS,,,
61,hu,q,beszélek,b,ɛ,,,,TRUE,CS,,,
23,hu,q,beszélek,b,ɛ,NEG_VOT,-99,TRUE,,,,,
7,hu,c,beszélem,b,ɛ,,,,TRUE,CS,,,
49,hu,q,beszélgessenek,b,ɛ,POS_VOT,31,FALSE,,,,,
47,hu,s,beszélgeté,b,ɛ,NEG_VOT,-94,TRUE,,,,,
51,hu,c,beszélgetek,b,ɛ,NEG_VOT,-127,FALSE,,,,,
3,hu,q,beszélgetek,b,ɛ,,,,TRUE,CS,,,
147,hu,q,beszélgetés,b,ɛ,,,,TRUE,CS,,,
49,hu,q,beszélgetésben,b,ɛ,,,,TRUE,CS,,,
7,hu,q,beszélgetésekből,b,ɛ,NEG_VOT,-68,FALSE,,,,,
47,hu,q,beszélgetésem,b,ɛ,NEG_VOT,-130,FALSE,,,,,
2,hu,q,beszélgetést,b,ɛ,,,,TRUE,CS,,,
1,hu,c,beszélgetett,b,ɛ,,,,TRUE,CS,,,
47,hu,c,beszélgetni,b,ɛ,,,,TRUE,CS,,,
147,hu,c,beszélgetni,b,ɛ,,,,TRUE,CS,,,
49,hu,q,beszélgetni,b,ɛ,,,,TRUE,CS,,,
61,hu,q,beszélgetni,b,ɛ,,,,TRUE,CS,,,
165,hu,q,beszélgetni,b,ɛ,NEG_VOT,-41,FALSE,,,,,
47,hu,c,beszélgetni,b,ɛ,NEG_VOT,-105,FALSE,,,,,
1,hu,c,beszélgettek,b,ɛ,,,,TRUE,CS,,,
23,hu,c,beszélgettek,b,ɛ,NEG_VOT,-83,TRUE,,,,,
14,hu,q,beszélgettem,b,ɛ,NEG_VOT,-109,TRUE,,,,,
60,hu,c,beszélgettünk,b,ɛ,,,,TRUE,CS,,,
45,hu,q,beszélgettünk,b,ɛ,,,,TRUE,CS,,,
49,hu,q,beszélgettünk,b,ɛ,,,,TRUE,CS,,,
149,hu,q,beszélgettünk,b,ɛ,NEG_VOT,-104,FALSE,,,,,
49,hu,q,beszélhetek,b,ɛ,NEG_VOT,-84,FALSE,,,,,
7,hu,c,beszélik,b,ɛ,,,,TRUE,CS,,,
4,hu,q,beszélnek,b,ɛ,,,,TRUE,CS,,,
51,hu,q,beszélnék,b,ɛ,,,,TRUE,CS,,,
49,hu,q,beszélnem,b,ɛ,NEG_VOT,-59,TRUE,,,,,
32,hu,c,beszélnétek,b,ɛ,,,,TRUE,NR,,,
47,hu,c,beszélni,b,ɛ,,,,TRUE,CS,,,
165,hu,c,beszélni,b,ɛ,NEG_VOT,-73,TRUE,,,,,
32,hu,q,beszélni,b,ɛ,,,,TRUE,CS,,,
38,hu,q,beszélni,b,ɛ,,,,TRUE,CS,,,
49,hu,q,beszélni,b,ɛ,NEG_VOT,-33,TRUE,,,,,
165,hu,q,beszélni,b,ɛ,,,,TRUE,CS,,,
7,hu,c,beszélők,b,ɛ,,,,TRUE,CS,,,
7,hu,c,beszélőt,b,ɛ,NEG_VOT,-94,TRUE,,,,,
32,hu,q,beszélsz,b,ɛ,NEG_VOT,-97,FALSE,,,,,
7,hu,c,beszélt,b,ɛ,,,,TRUE,NR,,,
47,hu,c,beszélt,b,ɛ,NEG_VOT,-84,TRUE,,,,,
79,hu,c,beszélte,b,ɛ,,,,TRUE,CS,,,
51,hu,c,beszéltek,b,ɛ,,,,TRUE,CS,,,
49,hu,c,beszéltem,b,ɛ,,,,TRUE,CS,,,
4,hu,q,beszéltem,b,ɛ,,,,TRUE,CS,,,
32,hu,q,beszéltem,b,ɛ,,,,TRUE,CS,,,
60,hu,q,beszéltem,b,ɛ,,,,TRUE,NR,,,
6,hu,c,beszéltük,b,ɛ,,,,TRUE,NR,,,
47,hu,c,beszéltünk,b,ɛ,,,,TRUE,CS,,,
51,hu,c,beszéltünk,b,ɛ,,,,TRUE,CS,,,
147,hu,c,beszéltünk,b,ɛ,POS_VOT,11,FALSE,,,,,
149,hu,q,beszéltünk,b,ɛ,,,,TRUE,NR,,,
10,hu,q,beszélünk,b,ɛ,,,,TRUE,CS,,,
61,hu,q,beszélünk,b,ɛ,,,,TRUE,CS,,,
67,hu,q,beszélünk,b,ɛ,,,,TRUE,CS,,,
23,hu,c,beszélve,b,ɛ,,,,TRUE,NR,,,
165,hu,c,beszélve,b,ɛ,,,,TRUE,CS,,,
49,hu,q,beszélve,b,ɛ,NEG_VOT,-99,FALSE,,,,,
50,hu,q,beszélve,b,ɛ,,,,TRUE,CS,,,
67,hu,q,beszélve,b,ɛ,NEG_VOT,-63,TRUE,,,,,
49,hu,q,beszélve,b,ɛ,,,,TRUE,CS,,,
61,hu,q,beszerelték,b,ɛ,NEG_VOT,-71,TRUE,,,,,
7,hu,q,beszerezni,b,ɛ,,,,TRUE,CS,,,
67,hu,q,beszólogassunk,b,ɛ,,,,TRUE,NR,,,
32,hu,s,beszorítani,b,ɛ,,,,TRUE,CS,,,
149,hu,s,beszorultak,b,ɛ,NEG_VOT,-21,TRUE,,,,,
7,hu,c,beszűkíti,b,ɛ,,,,TRUE,CS,,,
149,hu,c,betakart,b,ɛ,,,,TRUE,CS,,,
149,hu,c,betakart,b,ɛ,POS_VOT,44,FALSE,,,,,
149,hu,c,betakarva,b,ɛ,,,,TRUE,NR,,,
67,hu,c,betanított,b,ɛ,NEG_VOT,-33,TRUE,,,,,
147,hu,q,betartani,b,ɛ,,,,TRUE,CS,,,
147,hu,q,betartatják,b,ɛ,NEG_VOT,-63,TRUE,,,,,
147,hu,q,betartatnak,b,ɛ,NEG_VOT,-57,FALSE,,,,,
